year,country,life_evaluation,gdp_per_capita,pm2_5,intentional_homicide_rate,healthy_life_expectancy,degree_of_urbanization,sdg_index_score
2012,Serbia,4.813,17993.814716999295,25.4492136747368,1.50178377781355,65.63901871,64.305,71.92940891053391
2012,Sierra Leone,4.318,2792.926264592321,21.8606036126187,1.72490642764247,49.14304632,53.484,52.36170938799763
2012,Singapore,6.546,102061.1193610502,18.7739150503469,0.20780832213766,72.45356842,99.936,70.48600873015873
2012,Slovakia,5.969,,,,66.21299597,53.757,
2012,Slovenia,6.06,37040.708274610646,17.7257087821966,0.681822277179262,68.88434033,49.646,80.54217917833799
2012,Somaliland Region,4.847,,,,,,
2012,South Africa,4.963,14563.762404103238,28.6474883538018,30.1454561488805,52.22923022,,59.6816874204227
2012,Spain,6.322,41034.04815663563,11.6919954874835,0.774166283792877,70.875002,77.393,77.95716453611747
2012,Sri Lanka,4.151,11447.693773778228,26.2507762201174,3.19327967678719,65.76099146,82.812,65.50136967574909
2012,State of Palestine,4.7,,,,,92.614,
2012,Sudan,4.401,4145.931640625,39.5964460341574,,58.46869611,75.764,45.74991360877684
2012,Suriname,6.269,24193.841237392193,17.5598973512618,,63.38670533,67.908,66.41254113827348
2012,Swaziland,4.867,,,,,,
2012,Sweden,7.48,56193.328748824606,6.62533792798124,0.714324244275151,70.65824332,67.07,86.2461539300569
2012,Switzerland,7.65,76570.23789871209,12.9054774876848,0.562575490598645,70.55685748,74.561,79.32761701007325
2012,Syria,3.892,,,,,,
2012,Taiwan Province of China,6.221,,,,,,
2012,Tajikistan,4.38,2700.0954603735836,27.2182421237884,,62.62145631,81.37,64.47617867063492
2012,Tanzania,3.77,2822.4853515625,23.2717852106239,8.63760184710429,,,54.25482867328749
2012,Thailand,6.371,17871.578647756483,25.20956576309,,66.55559648,57.951,70.55193506069095
2012,Togo,2.936,2333.192767378857,33.9828579157482,,52.7995905,72.378,48.32566139122316
2012,Trinidad and Tobago,6.519,36903.68985740943,15.2092044113822,27.0692095577105,64.48424958,87.044,59.28184968401968
2012,Tunisia,4.826,12436.395811573506,17.8799045046228,3.01553732901415,65.97451525,69.099,68.91229822171293
2012,Turkmenistan,5.628,10689.35373472846,27.9910667561883,1.36006509719172,61.15099944,74.349,58.6102653968254
2012,Türkiye,5.345,,,,66.55701223,80.816,68.35748893230951
2012,Uganda,4.443,2405.094559327674,33.2300507707354,11.8413029510429,53.69035031,58.272,49.97446479527417
2012,Ukraine,5.057,17848.740234375,19.2945159677439,5.05517673469169,61.95328687,74.311,70.88327118957432
2012,United Arab Emirates,7.144,73644.05499288836,64.1373972820381,0.920353599853064,68.91491814,90.553,63.68977114845939
2012,United Kingdom,6.883,48099.65944019423,11.1751270771676,0.980292769516879,,85.55,80.17110046554753
2012,United States,7.082,61142.36370342647,8.71315206553226,4.68473058437162,,,74.43879370923192
2012,Uruguay,6.355,26953.270902638887,11.6526564712501,8.00503447711385,66.40536444,85.904,74.07352186016598
2012,Uzbekistan,5.623,6525.4971525889,29.8599622066362,,59.92960388,84.765,66.43326371336997
2012,Venezuela,7.039,,,,,,
2012,Viet Nam,5.533,7979.868289268585,28.7625092173962,,64.61366727,85.901,
2012,Yemen,4.054,,,,58.52724583,82.507,
2012,Zambia,5.006,3474.5525284409214,22.9983310072879,5.93416934268648,51.07565822,52.099,48.14761041215728
2012,Zimbabwe,4.827,5003.508733970691,18.3749796571735,7.09949357669519,48.28139125,36.511,58.05271178751804
2014,Afghanistan,3.575,3017.9425442469606,35.9811583111996,,51.69511692,81.307,40.26042038961039
2014,Albania,4.959,13366.504094814461,16.6949201821752,4.6147231364138,68.32573611,64.578,69.19396734572616
2014,Algeria,5.605,15073.762940356462,16.1165663291136,1.47174990719622,65.74091003,78.016,71.57509924454632
2014,Angola,4.033,11718.428683237551,19.3563913804903,,53.09963627,73.581,52.01132754435108
2014,Argentina,6.574,28200.81525713183,13.534008457628,7.50277667235654,66.43944114,85.579,72.34588624904507
2014,Armenia,4.35,12667.375733024917,28.478768503414,2.46370989542236,65.30876718,77.461,71.14300902777778
2014,Australia,7.284,55489.068844146044,6.04064376240177,1.02985300162206,70.06493221,81.092,76.59332451829219
2014,Austria,7.2,60845.57439807106,13.6682418765719,0.491353494620118,70.04028409,57.162,84.42117213168774
2014,Azerbaijan,5.212,20709.20161123204,27.8735839715851,2.4503854061690302,64.265543,77.644,70.63695300099208
2014,Bahrain,5.96,55065.818947212945,49.8530353704297,0.685532521662828,65.52073739,97.737,60.16308328042328
2014,Bangladesh,4.694,5068.639656727411,68.7428624015006,2.85759633031455,62.88173258,97.401,57.78220385578474
2014,Belarus,5.813,26564.434724654748,18.3859366839528,3.58925893151456,63.97142454,72.519,76.63313995206182
2014,Belgium,6.937,57002.90921852065,12.9420206201963,,69.47604051,77.728,79.19734720638837
2014,Benin,3.34,2987.382363261529,32.0556801866944,,54.32969398,72.174,51.43992217553688
2014,Bhutan,5.253,11744.518912482503,32.4826578122473,,63.23381195,32.148,64.76831125992064
2014,Bolivia,5.89,10790.84728875278,26.2919232240248,,,,63.75635410804473
2014,Bosnia and Herzegovina,4.949,13458.852576408011,28.3747836629907,1.40259182137488,67.0351354,52.225,70.55212062414711
2014,Botswana,4.332,17052.19241053606,12.6783006490467,,53.23328369,69.627,60.62708886408729
2014,Brazil,6.983,19183.172744636024,13.1579344238856,29.8537931807395,63.81908924,78.783,71.36544000509294
2014,Bulgaria,4.218,23455.483001927692,24.5644186833641,1.55050575213407,65.15260742,60.071,73.70082735760973
2014,Burkina Faso,3.587,2083.1984469830372,37.4453908399316,0.739223164024124,53.06243959,49.683,50.85595535714285
2014,Burundi,2.906,1019.1760739866687,36.8085564374889,5.22232594341804,54.38874044,78.009,51.23166822916667
2014,Cambodia,3.819,4702.730618232066,19.6285216111346,,60.21150065,66.337,57.00266944444444
2014,Cameroon,4.252,4588.486494990299,51.6391324257464,,51.14136192,73.851,52.75306676640353
2014,Canada,7.427,55723.46156525055,7.45981587623436,1.47330111088167,70.15528777,75.517,77.84000869196163
2014,Central African Republic,3.678,1001.8559805349565,33.7465914342482,,42.78043036,,39.27824305555555
2014,Chad,3.667,2820.6779506666335,42.6394518129785,,50.04902706,53.132,39.26143382936508
2014,Chile,6.67,27511.56100304042,21.8087186705955,2.4518317226161,68.59244014,81.224,76.36892635175283
2014,China,5.14,13968.51877859216,52.5096572089248,0.726466059590713,67.70090126,83.325,69.2519761366085
2014,Colombia,6.477,16480.363147416112,19.1389877563514,28.654305199833,67.43828283,80.148,68.72572244716069
2014,Comoros,3.956,3403.412914599851,9.17841752128082,,58.89284975,82.761,52.23874824929972
2014,Congo,3.989,,,,53.70300796,89.231,
2014,Costa Rica,7.226,20735.192725840563,18.3616133870552,10.0060434824472,69.32897323,73.368,72.16789105339105
2014,Croatia,5.759,28456.33537560761,18.2337872404571,0.853185902809328,67.91494565,55.223,79.23597628384688
2014,Cyprus,5.689,36104.90234375,18.5304214787791,0.915293345276525,70.80594582,74.305,72.99207159017453
2014,Czechia,6.505,40158.01642757353,18.681045705784,0.77016509724927,67.98246582,59.518,80.44779197642636
2014,Côte d’Ivoire,3.655,,,,,,
2014,DR Congo,4.517,,,,,,
2014,Denmark,7.527,61210.94909229186,11.0323428710692,1.31117471686599,69.68612393,63.941,84.48129110856462
2014,Djibouti,4.369,4705.049267721836,38.7623274866295,,55.97503634,89.971,47.52154859943978
2014,Dominican Republic,4.885,16993.58744440305,12.7798219156363,17.5463639644216,63.71794716,84.847,68.42094423860453
2014,Ecuador,5.975,14064.799224672657,17.78596368057,8.16956550602398,66.92390409,76.662,68.52598944911297
2014,Egypt,4.194,,,,61.6640754,96.611,
2014,El Salvador,6.13,9451.744607867,28.6814966208416,63.6220773963139,64.01612878,76.502,66.01035011459129
2014,Estonia,5.429,35720.302533523354,9.37028815022363,3.11917057450557,67.00101191,63.524,78.60428082081319
2014,Ethiopia,4.512,1821.3916177240287,21.7734035744035,,57.96437944,59.574,49.60772991071428
2014,Finland,7.406,52710.73348677775,7.35747194919289,1.61122466990035,69.55721917,60.057,86.4274051758699
2014,France,6.575,50326.56786308905,11.3479530769135,1.2242533397519,70.52421339,62.186,81.45845504626094
2014,Gabon,3.896,20008.989977871584,28.7115755077277,,55.32160814,80.439,58.99629007936508
2014,Georgia,4.297,14475.31353560347,20.9305947312065,,64.031054,65.019,70.45776012647482
2014,Germany,6.75,59203.23408799625,13.4272572813693,0.87986543465844,69.30059311,72.398,82.15180547067312
2014,Ghana,4.633,5619.072335115914,23.6327809168327,1.93640928203346,56.16283408,75.592,60.23896867413631
2014,Greece,4.857,31213.376512029787,15.9602532913852,0.982267185579143,69.7753261,67.416,75.85686526610644
2014,Guatemala,6.123,10553.563988976965,27.4223137463517,33.4975903480006,61.84212909,73.045,58.3194077158136
2014,Guinea,3.656,2834.966343478455,25.9717238462183,,51.37812378,51.774,50.96412705415499
2014,Haiti,4.518,3403.5749664294676,15.2557099929414,9.44739032712553,53.78456611,79.687,49.88090699855699
2014,Honduras,4.788,5705.162462654839,29.4737326253674,64.9996731259012,60.74285144,55.216,60.32126666666667
2014,Hong Kong SAR of China,5.474,,,,,,
2014,Hungary,4.8,30264.949230216112,18.1685604365167,1.48030354739537,66.04035674,62.554,79.23628199404762
2014,Iceland,7.561,60199.1994872756,5.03924831285463,0.305331857562688,71.08425596,74.204,81.82037226890756
2014,India,4.565,5905.106182046329,51.6872206933655,3.60868879736221,59.21294436,81.573,60.07264556489262
2014,Indonesia,5.399,10504.38694110877,23.9061448888613,,62.3633082,85.573,64.27353986928105
2014,Iran,4.686,,,,,,
2014,Iraq,4.677,13536.822768139935,47.4866517700349,,60.17032351,86.016,58.4123214519141
2014,Ireland,6.94,65463.19525415641,8.36819428856524,1.00896508411924,69.74519002,54.293,79.17620365843308
2014,Israel,7.278,40795.62909272809,20.0398989757489,1.63349469475113,70.47043624,92.986,72.33087045895283
2014,Italy,5.948,46825.65112450621,15.7660884912533,0.782999237037301,71.16674626,76.526,78.80495933282404
2014,Jamaica,5.709,9872.15913752129,22.042085629123,35.9731672387176,64.42370499,74.63,66.76760330192683
2014,Japan,5.987,43754.43801329304,13.7128361071022,0.309836473839101,72.92866584,91.147,79.06252851233735
2014,Jordan,5.192,11086.690548751294,28.8641500064179,2.08150620974155,67.1272554,92.297,66.59754744503863
2014,Kazakhstan,5.855,30986.437916899453,21.0581359557609,5.07400953678053,62.551781,74.819,69.60655661525973
2014,Kenya,4.419,4558.551552663736,18.9023424497821,5.00527231064574,55.82214574,71.852,57.56014500466854
2014,Kosovo,5.589,9150.749972938826,,3.04038656027525,,,
2014,Kuwait,6.295,60065.6544076232,50.584892373606,,70.02897871,96.066,58.72411587505087
2014,Kyrgyzstan,5.286,,,,62.62988038,75.506,
2014,Lao PDR,4.876,6341.2122967031955,29.0344510411324,,,,58.80945873015874
2014,Latvia,5.098,29243.74125026286,18.0540062502131,3.20938906771761,65.045269,57.868,78.91365858161447
2014,Lebanon,4.839,15205.873265401997,24.4279933820689,3.78131966638362,66.6925659,90.562,64.17218309811105
2014,Lesotho,4.898,2930.617240362057,25.4588395682864,,42.44178604,37.037,51.33816617063493
2014,Liberia,4.571,1750.1438489328034,16.2110016557453,,49.73694986,56.269,49.26088113602084
2014,Libya,5.754,12499.082996852314,21.0489362107904,,62.71072653,75.125,53.53709829931972
2014,Lithuania,5.833,33988.014895119755,16.2276879501807,5.42076007920446,64.72338541,57.81,76.23507160258043
2014,Luxembourg,6.946,130249.5504827587,11.9599135966954,0.719063635334068,70.92480168,64.002,75.48518868145742
2014,Madagascar,3.681,1620.3578890660044,13.1020578242552,,55.66025733,38.866,48.61631946778711
2014,Malawi,4.292,1597.5648433140498,16.9489573456288,,53.82379992,57.994,51.33285853625542
2014,Malaysia,5.77,26818.431728165877,20.3905475120468,1.66144687296396,65.50002263,81.258,67.87256092436975
2014,Mali,3.995,2609.167330483949,38.0175990022528,,52.1384186,44.437,51.32682738095238
2014,Malta,6.302,43163.147300039556,11.7925867040285,1.3809468462051,70.67903816,94.25,77.04600760971056
2014,Mauritania,4.436,5837.852030955078,43.9453314705486,,60.80891155,57.655,53.01108157202276
2014,Mauritius,5.477,21721.309644478813,14.1799589328556,1.47058311329411,64.24093616,91.425,65.14949002011062
2014,Mexico,7.187,21069.76616538862,15.9348225773224,16.7050327254596,65.44766869,77.762,67.1063834394364
2014,Mongolia,4.874,13943.42771486525,41.3215795985317,7.31195279430739,60.54107191,67.215,65.56206179879149
2014,Montenegro,5.192,20641.764517656127,20.0824785795164,3.16768705786018,67.06838565,81.865,71.1476919361684
2014,Morocco,5.013,7951.79833984375,17.5128798204876,1.03786663735302,63.0611931,76.892,67.97381192810457
2014,Mozambique,4.971,1449.929266327224,13.9308842411649,,47.73764955,50.787,50.17694500466853
2014,Myanmar,4.307,5006.5066714976665,36.4414765952555,2.42691467314289,59.22982027,69.046,56.66112663186487
2014,Nepal,4.514,3621.7316893711227,50.6917645882859,2.01645182571012,60.45562633,70.889,62.49458025568181
2014,Netherlands,7.378,62045.849197560965,13.3086643474591,0.722251091061564,,83.809,79.5108780660516
2014,New Zealand,7.286,44369.766424185895,6.46803978335128,0.950700013685658,69.29686342,74.351,77.80180777867965
2014,Nicaragua,5.828,6712.21708286288,19.0966063692655,8.6540960289815,66.58790537,65.438,62.16338048552755
2014,Niger,3.845,1471.5055472955942,60.767919137322,,52.16697536,50.849,44.673557877886
2014,Nigeria,5.268,8884.774286286724,54.1305836870948,,53.29095432,80.325,52.20864620575502
2014,North Cyprus,5.695,,,,,,
2014,North Macedonia,5.007,18452.206228014806,25.7464515399391,1.75189774323035,65.8904815,70.995,69.76936881989539
2014,Norway,7.522,86790.79246256914,7.15094713440871,0.564488422634429,70.67663919,63.402,82.86299019901668
2014,Oman,6.853,39639.987051480224,41.5793397713907,0.29981718647055,64.51188307,75.308,63.57157661375661
2014,Pakistan,5.194,4520.234633992859,54.726513458073,6.19607584212452,56.48168867,85.319,54.11446174185292
2014,Panama,6.786,28931.81564011986,15.9619986030478,15.5186126360303,67.39496331,66.819,66.55147703930056
2014,Paraguay,5.878,14217.558089698265,14.1013413972108,9.52253702792393,65.02737382,61.75,64.3819232593795
2014,Peru,5.824,14242.644476080131,27.1057918484588,6.89338555748064,69.61672479,71.956,68.84132912740853
2014,Philippines,5.073,7340.3615859119955,22.6948139010066,,61.50606408,83.283,63.05773286647992
2014,Poland,5.791,30334.878656961846,23.6086177841208,0.750030452020356,67.37068842,59.993,79.13720339137987
2014,Portugal,5.102,35097.40982632318,8.15121248648451,0.884088459392736,69.62405061,70.188,78.29363865121805
2014,Qatar,6.611,128013.98705089105,90.7022898024857,0.405702920880718,66.36270725,93.24,63.22604981325864
2014,Republic of Korea,5.984,,,,71.26815504,90.187,
2014,Republic of Moldova,5.889,,,,62.64861966,55.979,
2014,Romania,5.124,28156.130784329307,18.2655082722918,1.62758998394145,65.61309198,54.593,75.19794808590102
2014,Russian Federation,5.716,35853.24609375,14.6545009824598,11.3961892650078,61.62716371,78.573,70.90382718523308
2014,Rwanda,3.465,2176.094920146659,36.5113738855701,3.76602860932266,58.05217521,88.473,53.97674413780663
2014,Saudi Arabia,6.411,58872.26714001262,63.4135301727035,,66.31872362,83.474,56.36374537037038
2014,Senegal,3.904,3484.012197506607,38.8137391761983,,58.33150255,69.918,55.74397212885153
2014,Serbia,5.123,17922.435768575666,21.6558081952053,1.63272026762776,66.03831055,64.375,73.5642213248557
2014,Sierra Leone,4.507,2812.5283210882003,20.3513212383783,,48.77614848,54.437,52.73145670571259
2014,Singapore,6.798,107990.89120262518,20.2243081592991,0.256508913684751,72.75875555,99.933,71.1283798941799
2014,Slovakia,5.995,,,,66.79666969,53.537,
2014,Slovenia,5.848,37662.25598980978,14.8678983898954,0.777302570612473,69.62201996,49.842,80.7126490111196
2014,Somaliland Region,5.057,,,,,,
2014,South Africa,4.642,14643.338478293632,26.7492908595649,32.026354388996,53.83648312,,60.52196137424666
2014,Spain,6.329,41339.41111694166,10.22461137596,0.691349965151574,71.28222085,77.651,78.80516880145998
2014,Sri Lanka,4.271,12909.966306811311,25.0108396744448,2.56642825955881,66.18862004,83.211,65.96230407435701
2014,State of Palestine,4.715,,,,,93.039,
2014,Sudan,4.55,4207.50048828125,35.0474316325894,,58.9279384,75.844,48.03953538748833
2014,Suriname,6.269,24414.35547597339,15.3725941750371,5.56160959933817,63.17724046,68.347,67.61094609116375
2014,Swaziland,4.867,,,,,,
2014,Sweden,7.364,57077.66935441957,7.77583632803298,0.89723711300655,70.90962082,67.466,86.17040746541039
2014,Switzerland,7.587,78086.68052498407,10.6761595852196,0.500596106180341,70.92077611,74.95,79.69625773809524
2014,Syria,3.006,,,,,,
2014,Taiwan Province of China,6.298,,,,,,
2014,Tajikistan,4.786,2943.0886791731673,30.8115594703019,,63.46526955,81.889,64.87210282738096
2014,Tanzania,3.781,3027.56909179688,20.3066252412462,,,,54.39553978864273
2014,Thailand,6.455,18326.60487374703,25.7011739015786,,67.00258723,58.651,72.02522913165267
2014,Togo,2.839,2501.4325309291735,28.4948133827228,,53.57856354,72.558,49.72335140056022
2014,Trinidad and Tobago,6.168,39248.6570516023,12.4160387215375,28.4984183377823,64.26089226,87.088,59.38014025123024
2014,Tunisia,4.739,12824.002891444126,19.2788417723855,,66.09020411,69.627,69.24711065274595
2014,Turkmenistan,5.548,12423.924641774463,32.8746009676061,1.46495233226172,60.90374421,74.98,55.73411808302808
2014,Türkiye,5.332,,,,66.46602818,81.246,68.44716974659326
2014,Uganda,3.931,2470.5038090959815,30.8166982571651,12.2899679036209,55.21564183,60.659,50.37188340999278
2014,Ukraine,4.681,16978.8125,19.0428574115728,6.18849833107946,61.80662161,74.294,71.25053479645355
2014,United Arab Emirates,6.901,74145.11754489513,50.625296563254,0.740572167270486,69.15068583,90.77,64.51401792717087
2014,United Kingdom,6.867,49763.17387987999,12.1572167997075,0.900318736728248,,85.667,80.98779857887212
2014,United States,7.119,63026.8779187814,8.40808065839595,4.38357348743573,,,74.7083222999223
2014,Uruguay,6.485,28935.086486756984,11.4718002560743,7.98490138572303,66.95855323,86.112,75.50669707743236
2014,Uzbekistan,6.003,7344.443044056232,32.3017805791929,,60.90853147,85.001,67.92765893620269
2014,Venezuela,6.81,,,,,,
2014,Viet Nam,5.36,8751.882806343749,28.8284052890005,,64.77673296,86.219,
2014,Yemen,4.077,,,,58.93196008,83.424,
2014,Zambia,5.129,3585.577485071313,20.5339311723167,5.19020856145348,52.25649549,52.519,49.64861596771284
2014,Zimbabwe,4.61,5081.134412321858,15.2750857745994,,50.05069082,36.125,58.24063508973666
2015,Afghanistan,3.36,2967.6920671530033,36.4857340459184,9.95218590955213,51.61706961,81.918,41.48672477633478
2015,Albania,4.655,13876.761629659793,18.6786335737453,2.20793808941597,68.19152535,65.25,70.76870221967575
2015,Algeria,6.355,15239.517145646907,16.0318389714709,1.36433389808261,65.83857445,78.328,71.26091462948817
2015,Angola,3.866,11389.760954948071,21.2324508850665,4.45347324389499,53.49860069,74.111,51.45125118835412
2015,Argentina,6.65,28669.206133679614,13.8006524258903,6.52528743235621,66.4804501,85.667,73.2844772833376
2015,Armenia,4.36,13112.760090291533,28.2872611000725,2.56745781452856,65.37019602,77.652,71.19828655753969
2015,Australia,7.313,55879.995881710274,5.89199209300085,0.985468432815397,70.03689916,81.291,77.0126620787709
2015,Austria,7.119,60951.60372736618,13.4993565061975,0.509021333026224,69.89998216,57.439,84.32338062215564
2015,Azerbaijan,5.291,20678.75395723748,23.4359645146502,2.16347016513122,64.96044047,77.795,70.62083043154762
2015,Bahrain,6.218,54149.91315247206,59.1026648910356,0.219034059796298,65.59805164,97.723,59.84114703703703
2015,Bangladesh,4.643,5352.711332995656,65.5167318093513,2.53163478437081,63.21754422,97.483,59.00352454587896
2015,Belarus,5.802,25513.213295831654,15.5038696838771,3.43617510284546,64.47404492,72.69,77.4857928946054
2015,Belgium,6.929,57509.02457287043,12.4882300200128,,69.35862084,77.859,79.58747759364819
2015,Belize,5.956,12348.794497831106,16.4566914159076,33.3957281531601,64.75590999,58.129,67.61303337153043
2015,Benin,3.484,2952.002183387052,46.10419617173,,54.57888515,72.37,50.96937719421102
2015,Bhutan,5.196,12400.298323739074,32.2583535475829,1.62026847848689,63.37870537,32.038,65.60230992063492
2015,Bolivia,5.822,11144.64157206405,27.1504403241606,4.92977342561603,,,65.0738818632756
2015,Bosnia and Herzegovina,5.163,14220.090003803703,31.686057116213,1.61998987932639,66.9072933,52.288,70.71332857322417
2015,Botswana,3.974,15994.96430421008,16.628762454879,,53.7795599,69.709,60.94468821924603
2015,Brazil,6.952,18357.0690617991,14.1057649860703,28.8503019791216,63.90502983,78.899,71.64386950174008
2015,Bulgaria,4.217,24562.648880928973,21.898677985146,1.75548173553612,65.30075052,60.047,73.44817100840336
2015,Burkina Faso,3.739,2101.7026619202743,48.7105219514513,0.646029930732339,53.50154549,49.843,49.99387361111111
2015,Burundi,2.905,992.2858055202895,39.653487426017,4.17285957648643,54.73741688,79.134,51.6163294890873
2015,Cambodia,3.907,4968.57276699143,17.7693037351423,,60.45328602,66.475,57.77209966179653
2015,Cameroon,4.513,4698.666778435867,61.726915605535,3.78238510747147,51.62721778,73.973,53.36968353280707
2015,Canada,7.404,55660.84558407595,7.38952733509424,1.69900457240782,70.1902754,75.651,78.09071993464052
2015,Chad,3.763,2822.5792990001405,53.0105305702736,,50.39477229,53.158,39.03993923611111
2015,Chile,6.705,27817.95848480237,22.6210355943474,2.32163505387454,68.71123145,81.384,76.80839781852136
2015,China,5.245,14857.108823440529,49.4732216422362,0.658962453224414,67.93292823,83.42,70.08082878689937
2015,Colombia,6.481,16821.38014006306,19.2348570604901,27.2152782480106,67.44897514,80.396,69.47512560266532
2015,Comoros,3.956,3370.555723203203,9.36739731128001,,59.1998525,83.471,52.2307488095238
2015,Congo,4.236,,,,54.06948191,89.637,
2015,Costa Rica,7.087,21265.317633635375,19.0534276158403,11.5607212354156,69.38444245,73.414,72.12614242424242
2015,Croatia,5.488,29466.45063657922,20.4013318441123,0.884378611088172,67.61143028,55.245,79.65967268907562
2015,Cyprus,5.546,37258.5,17.928179292738,1.2300107871946,70.7973974,74.458,73.86140039143864
2015,Czechia,6.596,42066.57598008014,16.7738010034667,0.836150868791633,67.8754041,59.567,80.9087146825397
2015,Côte d’Ivoire,3.916,,,,,,
2015,DR Congo,4.272,,,,,,
2015,Denmark,7.526,62059.12859917213,9.09705667522263,1.09083852229384,69.77550468,64.133,85.17712323232321
2015,Dominican Republic,5.155,17973.18702568155,13.0238058465361,,63.73321469,84.848,68.25982272515067
2015,Ecuador,5.976,13881.570073810466,18.258248662138,6.45509329915208,67.13273598,76.833,68.84000966386554
2015,Egypt,4.362,,,,61.38030028,96.648,
2015,El Salvador,6.068,9646.154323398538,28.9006916656434,107.638231074992,63.13200139,76.435,65.85199480519479
2015,Estonia,5.517,36353.05805204488,7.28547055171491,3.42315697228612,67.41876227,63.571,79.71873183515831
2015,Ethiopia,4.508,1957.4145418455057,24.819463870742,,58.44375312,60.284,49.49923015873016
2015,Finland,7.413,52782.48739262768,5.69706141683995,1.49642750743994,69.84643293,60.339,86.68874655540537
2015,France,6.478,50682.8953586333,12.0481874947392,1.55892963521539,70.2384988,62.184,81.74749565826332
2015,Gabon,4.121,20147.711620179474,31.1583560855615,,55.53612167,80.645,60.27996687675071
2015,Georgia,4.252,14936.843411664659,18.8538248338325,,64.11667112,65.114,71.25093770477888
2015,Germany,6.994,59668.98903552816,12.1341175742131,0.83092148321361,69.05746443,72.452,82.6621383498854
2015,Ghana,4.276,5607.366356574134,33.8697351229232,1.82951897503029,56.50723703,75.839,59.43246315677786
2015,Greece,5.033,31347.97657460404,15.4961295457634,0.859447721666469,69.49830036,67.424,76.03279247092776
2015,Guatemala,6.324,10785.95831259572,26.8919069509211,,61.9180724,73.064,58.06276775740599
2015,Guinea,3.607,2869.851571787319,31.4888245218172,,51.88289177,52.181,51.53573064892623
2015,Haiti,4.028,3402.028398801605,15.9378777812489,10.1774724071475,53.99979583,79.985,49.95845669510229
2015,Honduras,4.871,5812.534887910499,29.7472774328821,55.7305404552518,60.75913311,55.472,60.40580772854597
2015,Hong Kong SAR of China,5.458,,,,,,
2015,Hungary,5.145,31485.567542563407,19.0056518144009,2.24611505942905,65.92232594,62.513,79.39697815344378
2015,Iceland,7.501,61820.3618857662,5.076606167753,0.906477233068894,71.11890254,74.317,81.99367184873951
2015,India,4.404,6301.673469682361,51.4355933740253,3.341278725169,59.59041418,81.824,60.24383361344538
2015,Indonesia,5.314,10893.66211421693,25.6063125890807,,62.56766868,85.667,65.09944911297852
2015,Iran,4.813,,,,,,
2015,Iraq,4.575,13516.027198917265,52.5324989931432,,60.79073957,86.33,58.52893751167134
2015,Ireland,6.907,80815.64152773452,7.74862352557972,0.574164266695474,69.83869094,54.369,78.95290997368645
2015,Israel,7.267,40889.59890808345,22.7224413371307,1.49014483400625,70.97263281,93.09,72.7571084284996
2015,Italy,5.977,47311.82552627091,18.409853261327,0.774242762514025,70.90011123,76.613,78.34852456073338
2015,Jamaica,5.51,9931.898757151821,21.2229913374774,43.1395301537823,63.60295464,74.536,67.01189037008744
2015,Japan,5.921,44589.303285400296,13.4624426415411,0.285207237530428,73.09945869,91.143,79.61261407383464
2015,Jordan,5.303,10469.630630222546,32.905357512385,1.77061077375796,67.50976197,92.594,66.74031953144895
2015,Kazakhstan,5.919,30893.759485104136,20.4100787212913,4.71683271705767,62.97451546,75.154,69.89557172619048
2015,Kenya,4.356,4679.621828319382,18.820575680392,4.8015943416874,56.40525297,72.521,59.67648622782445
2015,Kosovo,5.401,9824.991059553186,,2.36085035581387,,,
2015,Kuwait,6.239,57763.517457439535,66.6114667077254,,69.74728908,96.115,56.72167612332113
2015,Kyrgyzstan,5.185,,,,63.16303755,75.712,
2015,Lao PDR,4.876,6703.741243488853,26.3119972717968,,,,59.78476408730159
2015,Latvia,5.56,30599.613313414728,15.6579612436511,3.38748763187818,65.36315688,57.748,79.24564014939308
2015,Lebanon,5.129,14980.020515614047,27.3828783139307,3.56896263234324,66.82724309,91.289,64.107728420599
2015,Liberia,3.622,1714.0904796046364,23.5651327737133,,51.55454487,56.669,49.6473058586838
2015,Libya,5.615,12195.34869904206,19.9465456229364,,62.73375223,75.094,54.22169217687075
2015,Lithuania,5.813,35264.71492483163,14.3133444749514,5.91926942449559,64.67661348,57.709,76.8297688269247
2015,Luxembourg,6.871,130097.33828902504,11.8855521357814,0.877907630070794,71.10883565,64.54,75.89921706800143
2015,Madagascar,3.695,1627.5806134224022,13.7841450363348,,55.78696086,39.487,49.28971031746032
2015,Malawi,4.156,1597.6914532485466,17.9848717763978,,54.25269993,59.17,51.68488357233045
2015,Malaysia,6.005,27699.627886038677,25.1876546150456,1.59447772809976,65.21056295,81.505,68.37717670401494
2015,Mali,4.073,2686.560650737993,44.1720344790903,,52.44204707,44.818,51.5376702876984
2015,Malta,6.488,46171.889342075825,12.947012247904,0.898915795186531,70.854082,94.292,77.5124931372549
2015,Mauritania,4.201,5969.542392895161,53.0162862976192,,60.96323209,58.15,53.3323191749427
2015,Mauritius,5.648,22499.025457055148,14.3194080246196,1.62504048091912,64.31887432,91.397,65.1628310708899
2015,Mexico,6.778,21408.928321619533,17.0032678302327,17.1484302942078,65.50346116,77.892,66.87872798149564
2015,Mongolia,4.907,13974.596726036516,44.9009780607563,7.18959068215609,60.78328775,67.774,66.18880555104617
2015,Montenegro,5.161,21131.84103162473,22.5059826956233,2.70638148835062,67.25790464,82.22,69.75050014005603
2015,Morocco,5.151,8198.80859375,19.8670944049653,1.24539159959094,63.18479871,77.118,67.59915457516341
